gender,phone_use_hours,sleep_hours,person_interaction,social_media_hours,gaming_hours,educational_hours,family_communication,phone_anxiety,phone_during_meals,lose_track_time,performance_impact,phone_before_sleep,phone_after_wakeup,phone_addiction
male,more than 10 hours,more than 8 hours,sometimes,more than 9 hours,more than 9 hours,more than 9 hours,often,rarely,always,often,always,rarely,sometimes,yes
female,less than 2 hours,7 to 8 hours,never,7 to 9 hours,less than 1 hour,less than 1 hour,often,sometimes,sometimes,rarely,often,rarely,sometimes,no
male,8 to 10 hours,more than 8 hours,often,4 to 6 hours,4 to 6 hours,1 to 3 hours,sometimes,never,sometimes,never,sometimes,never,rarely,no
male,8 to 10 hours,7 to 8 hours,never,7 to 9 hours,7 to 9 hours,less than 1 hour,often,always,sometimes,sometimes,never,rarely,always,yes
male,5 to 7 hours,7 to 8 hours,rarely,more than 9 hours,7 to 9 hours,more than 9 hours,never,always,never,often,often,never,never,yes
female,2 to 4 hours,more than 8 hours,rarely,less than 1 hour,more than 9 hours,less than 1 hour,often,often,always,always,often,always,always,yes
male,2 to 4 hours,more than 8 hours,never,7 to 9 hours,4 to 6 hours,7 to 9 hours,rarely,often,always,often,never,often,sometimes,yes
male,2 to 4 hours,4 to 6 hours,rarely,4 to 6 hours,4 to 6 hours,less than 1 hour,always,often,sometimes,never,never,always,never,yes
female,2 to 4 hours,7 to 8 hours,always,7 to 9 hours,more than 9 hours,4 to 6 hours,rarely,rarely,always,rarely,sometimes,never,rarely,no
female,more than 10 hours,less than 4 hours,rarely,less than 1 hour,4 to 6 hours,7 to 9 hours,sometimes,never,often,never,rarely,rarely,often,yes
male,more than 10 hours,4 to 6 hours,rarely,more than 9 hours,4 to 6 hours,1 to 3 hours,sometimes,never,always,never,rarely,often,never,yes
female,2 to 4 hours,4 to 6 hours,often,more than 9 hours,7 to 9 hours,less than 1 hour,never,rarely,never,never,rarely,often,never,yes
female,more than 10 hours,more than 8 hours,never,1 to 3 hours,less than 1 hour,more than 9 hours,sometimes,always,rarely,sometimes,never,rarely,never,no
female,8 to 10 hours,less than 4 hours,often,7 to 9 hours,1 to 3 hours,1 to 3 hours,sometimes,always,never,always,rarely,often,never,yes
female,8 to 10 hours,4 to 6 hours,rarely,more than 9 hours,7 to 9 hours,more than 9 hours,often,often,rarely,sometimes,rarely,rarely,never,yes
male,2 to 4 hours,less than 4 hours,sometimes,7 to 9 hours,1 to 3 hours,1 to 3 hours,never,often,never,sometimes,always,often,rarely,yes
male,2 to 4 hours,less than 4 hours,often,7 to 9 hours,7 to 9 hours,more than 9 hours,sometimes,sometimes,often,often,sometimes,never,sometimes,no
female,5 to 7 hours,4 to 6 hours,always,1 to 3 hours,7 to 9 hours,7 to 9 hours,often,often,never,never,sometimes,often,often,yes
male,less than 2 hours,4 to 6 hours,rarely,more than 9 hours,1 to 3 hours,1 to 3 hours,always,never,rarely,sometimes,sometimes,always,sometimes,no
female,8 to 10 hours,4 to 6 hours,rarely,more than 9 hours,more than 9 hours,1 to 3 hours,rarely,never,sometimes,rarely,rarely,always,rarely,yes
female,more than 10 hours,7 to 8 hours,always,more than 9 hours,4 to 6 hours,less than 1 hour,sometimes,always,never,never,never,rarely,rarely,no
female,8 to 10 hours,7 to 8 hours,often,more than 9 hours,less than 1 hour,4 to 6 hours,often,sometimes,always,rarely,always,rarely,sometimes,no
male,5 to 7 hours,more than 8 hours,often,more than 9 hours,1 to 3 hours,less than 1 hour,never,sometimes,sometimes,never,sometimes,often,always,yes
male,5 to 7 hours,less than 4 hours,sometimes,1 to 3 hours,7 to 9 hours,4 to 6 hours,always,sometimes,often,sometimes,never,often,rarely,no
male,more than 10 hours,more than 8 hours,never,more than 9 hours,1 to 3 hours,4 to 6 hours,never,often,sometimes,rarely,sometimes,often,never,yes
male,less than 2 hours,7 to 8 hours,sometimes,1 to 3 hours,7 to 9 hours,4 to 6 hours,sometimes,never,sometimes,never,sometimes,always,sometimes,no
female,8 to 10 hours,4 to 6 hours,often,7 to 9 hours,7 to 9 hours,7 to 9 hours,never,always,sometimes,sometimes,sometimes,rarely,often,yes
female,5 to 7 hours,more than 8 hours,never,more than 9 hours,4 to 6 hours,less than 1 hour,often,rarely,never,always,often,never,always,yes
male,more than 10 hours,4 to 6 hours,never,less than 1 hour,more than 9 hours,more than 9 hours,never,often,often,sometimes,often,rarely,always,yes
male,less than 2 hours,7 to 8 hours,rarely,1 to 3 hours,7 to 9 hours,7 to 9 hours,often,never,never,rarely,rarely,always,often,no
female,less than 2 hours,more than 8 hours,often,more than 9 hours,1 to 3 hours,7 to 9 hours,sometimes,always,often,always,always,often,sometimes,yes
female,2 to 4 hours,less than 4 hours,often,less than 1 hour,less than 1 hour,4 to 6 hours,always,sometimes,sometimes,always,rarely,never,always,no
female,less than 2 hours,7 to 8 hours,rarely,7 to 9 hours,1 to 3 hours,4 to 6 hours,sometimes,sometimes,rarely,rarely,sometimes,sometimes,rarely,no
female,more than 10 hours,7 to 8 hours,always,more than 9 hours,4 to 6 hours,7 to 9 hours,never,sometimes,often,often,often,rarely,never,yes
female,more than 10 hours,7 to 8 hours,sometimes,more than 9 hours,7 to 9 hours,4 to 6 hours,sometimes,always,sometimes,often,never,sometimes,always,yes
male,more than 10 hours,less than 4 hours,rarely,4 to 6 hours,more than 9 hours,7 to 9 hours,always,often,sometimes,rarely,never,never,never,yes
female,more than 10 hours,more than 8 hours,often,4 to 6 hours,1 to 3 hours,7 to 9 hours,always,often,always,never,always,always,always,yes
female,less than 2 hours,more than 8 hours,often,1 to 3 hours,4 to 6 hours,less than 1 hour,never,often,often,always,never,never,sometimes,yes
female,more than 10 hours,4 to 6 hours,always,more than 9 hours,more than 9 hours,less than 1 hour,rarely,always,often,sometimes,often,always,rarely,yes
female,2 to 4 hours,4 to 6 hours,often,7 to 9 hours,less than 1 hour,more than 9 hours,always,never,always,never,often,always,rarely,no
male,8 to 10 hours,7 to 8 hours,sometimes,7 to 9 hours,less than 1 hour,1 to 3 hours,sometimes,rarely,rarely,sometimes,often,often,often,yes
male,less than 2 hours,more than 8 hours,sometimes,4 to 6 hours,1 to 3 hours,4 to 6 hours,always,often,sometimes,never,sometimes,often,never,no
male,5 to 7 hours,7 to 8 hours,rarely,1 to 3 hours,7 to 9 hours,1 to 3 hours,rarely,often,never,often,never,sometimes,rarely,yes
male,8 to 10 hours,4 to 6 hours,sometimes,more than 9 hours,7 to 9 hours,7 to 9 hours,often,never,never,often,sometimes,rarely,sometimes,no
female,5 to 7 hours,4 to 6 hours,rarely,more than 9 hours,7 to 9 hours,1 to 3 hours,always,rarely,rarely,rarely,always,rarely,often,yes
male,more than 10 hours,less than 4 hours,never,7 to 9 hours,more than 9 hours,1 to 3 hours,rarely,always,always,always,rarely,always,sometimes,yes
female,2 to 4 hours,more than 8 hours,often,4 to 6 hours,1 to 3 hours,7 to 9 hours,never,often,rarely,always,rarely,never,never,no
male,5 to 7 hours,7 to 8 hours,often,4 to 6 hours,7 to 9 hours,7 to 9 hours,always,never,never,sometimes,rarely,sometimes,often,no
female,5 to 7 hours,4 to 6 hours,always,4 to 6 hours,less than 1 hour,7 to 9 hours,never,never,often,sometimes,never,never,rarely,no
male,5 to 7 hours,more than 8 hours,sometimes,less than 1 hour,more than 9 hours,more than 9 hours,always,always,rarely,rarely,never,never,often,no
male,less than 2 hours,7 to 8 hours,rarely,4 to 6 hours,7 to 9 hours,less than 1 hour,sometimes,always,sometimes,always,often,never,rarely,yes
female,more than 10 hours,4 to 6 hours,always,7 to 9 hours,7 to 9 hours,7 to 9 hours,sometimes,rarely,sometimes,never,never,never,rarely,no
female,5 to 7 hours,less than 4 hours,rarely,4 to 6 hours,1 to 3 hours,more than 9 hours,always,often,rarely,sometimes,sometimes,sometimes,often,yes
female,8 to 10 hours,more than 8 hours,sometimes,1 to 3 hours,less than 1 hour,4 to 6 hours,often,never,never,never,often,never,rarely,no
female,2 to 4 hours,4 to 6 hours,often,7 to 9 hours,less than 1 hour,1 to 3 hours,often,always,never,sometimes,sometimes,sometimes,never,no
male,2 to 4 hours,4 to 6 hours,sometimes,1 to 3 hours,1 to 3 hours,4 to 6 hours,rarely,never,rarely,sometimes,rarely,rarely,never,no
female,less than 2 hours,4 to 6 hours,rarely,1 to 3 hours,7 to 9 hours,more than 9 hours,rarely,often,sometimes,never,rarely,often,often,yes
male,more than 10 hours,4 to 6 hours,rarely,4 to 6 hours,4 to 6 hours,more than 9 hours,sometimes,always,sometimes,never,often,never,rarely,yes
male,5 to 7 hours,4 to 6 hours,never,1 to 3 hours,more than 9 hours,4 to 6 hours,always,always,rarely,often,rarely,always,never,yes
female,5 to 7 hours,4 to 6 hours,often,7 to 9 hours,less than 1 hour,1 to 3 hours,always,always,always,never,often,always,never,yes
female,5 to 7 hours,7 to 8 hours,never,4 to 6 hours,7 to 9 hours,1 to 3 hours,never,often,sometimes,often,sometimes,never,never,yes
female,8 to 10 hours,7 to 8 hours,sometimes,7 to 9 hours,more than 9 hours,4 to 6 hours,always,never,sometimes,sometimes,sometimes,rarely,rarely,no
male,2 to 4 hours,more than 8 hours,always,less than 1 hour,less than 1 hour,4 to 6 hours,often,always,sometimes,often,rarely,sometimes,sometimes,no
female,8 to 10 hours,7 to 8 hours,never,7 to 9 hours,4 to 6 hours,7 to 9 hours,rarely,never,rarely,never,always,rarely,rarely,yes
female,5 to 7 hours,4 to 6 hours,always,less than 1 hour,7 to 9 hours,more than 9 hours,sometimes,often,sometimes,often,rarely,rarely,always,yes
male,2 to 4 hours,more than 8 hours,always,4 to 6 hours,less than 1 hour,less than 1 hour,never,sometimes,always,never,never,often,never,no
male,5 to 7 hours,7 to 8 hours,often,7 to 9 hours,4 to 6 hours,7 to 9 hours,always,never,often,sometimes,always,sometimes,never,no
male,5 to 7 hours,more than 8 hours,sometimes,more than 9 hours,4 to 6 hours,4 to 6 hours,rarely,often,never,never,never,rarely,always,yes
male,more than 10 hours,less than 4 hours,rarely,more than 9 hours,7 to 9 hours,7 to 9 hours,often,always,sometimes,rarely,always,never,rarely,yes
male,8 to 10 hours,7 to 8 hours,sometimes,7 to 9 hours,less than 1 hour,7 to 9 hours,always,rarely,never,always,rarely,sometimes,always,no
female,2 to 4 hours,7 to 8 hours,always,7 to 9 hours,more than 9 hours,7 to 9 hours,rarely,never,often,always,always,always,often,yes
female,2 to 4 hours,more than 8 hours,never,less than 1 hour,7 to 9 hours,less than 1 hour,always,sometimes,rarely,rarely,always,always,never,no
female,more than 10 hours,less than 4 hours,rarely,less than 1 hour,1 to 3 hours,7 to 9 hours,always,rarely,never,often,always,never,rarely,no
male,5 to 7 hours,7 to 8 hours,rarely,7 to 9 hours,4 to 6 hours,less than 1 hour,never,often,never,often,often,sometimes,always,yes
female,8 to 10 hours,4 to 6 hours,never,1 to 3 hours,1 to 3 hours,more than 9 hours,never,rarely,rarely,often,never,often,often,yes
male,less than 2 hours,7 to 8 hours,always,4 to 6 hours,4 to 6 hours,4 to 6 hours,rarely,often,rarely,never,never,often,sometimes,no
male,less than 2 hours,more than 8 hours,never,less than 1 hour,7 to 9 hours,4 to 6 hours,rarely,always,often,always,never,always,rarely,yes
male,8 to 10 hours,more than 8 hours,always,7 to 9 hours,1 to 3 hours,1 to 3 hours,often,never,always,often,sometimes,rarely,sometimes,no
male,2 to 4 hours,more than 8 hours,rarely,more than 9 hours,less than 1 hour,less than 1 hour,never,often,often,rarely,always,sometimes,often,yes
male,5 to 7 hours,less than 4 hours,always,4 to 6 hours,4 to 6 hours,7 to 9 hours,rarely,often,often,always,rarely,often,sometimes,yes
female,more than 10 hours,less than 4 hours,never,more than 9 hours,7 to 9 hours,1 to 3 hours,sometimes,always,often,rarely,rarely,never,rarely,yes
male,2 to 4 hours,7 to 8 hours,rarely,4 to 6 hours,7 to 9 hours,more than 9 hours,rarely,always,always,never,never,sometimes,always,yes
female,8 to 10 hours,4 to 6 hours,often,1 to 3 hours,less than 1 hour,less than 1 hour,always,never,sometimes,often,always,sometimes,sometimes,no
male,5 to 7 hours,more than 8 hours,always,less than 1 hour,less than 1 hour,less than 1 hour,rarely,never,always,sometimes,never,always,never,no
male,2 to 4 hours,less than 4 hours,sometimes,less than 1 hour,7 to 9 hours,less than 1 hour,often,often,always,often,never,sometimes,never,yes
female,2 to 4 hours,4 to 6 hours,never,more than 9 hours,7 to 9 hours,less than 1 hour,never,never,never,never,sometimes,always,rarely,yes
female,more than 10 hours,less than 4 hours,often,7 to 9 hours,less than 1 hour,7 to 9 hours,always,never,rarely,always,sometimes,never,often,no
male,8 to 10 hours,less than 4 hours,never,4 to 6 hours,4 to 6 hours,4 to 6 hours,never,often,sometimes,rarely,often,often,sometimes,yes
male,5 to 7 hours,less than 4 hours,often,more than 9 hours,4 to 6 hours,less than 1 hour,rarely,sometimes,always,rarely,always,never,never,yes
female,2 to 4 hours,4 to 6 hours,rarely,4 to 6 hours,7 to 9 hours,less than 1 hour,rarely,rarely,never,often,sometimes,rarely,often,yes
male,2 to 4 hours,4 to 6 hours,sometimes,4 to 6 hours,7 to 9 hours,4 to 6 hours,rarely,sometimes,never,sometimes,sometimes,never,never,no
male,less than 2 hours,7 to 8 hours,rarely,7 to 9 hours,7 to 9 hours,7 to 9 hours,sometimes,sometimes,often,rarely,sometimes,never,sometimes,no
male,more than 10 hours,7 to 8 hours,often,less than 1 hour,7 to 9 hours,7 to 9 hours,never,rarely,always,never,always,never,always,yes
male,8 to 10 hours,less than 4 hours,always,4 to 6 hours,more than 9 hours,4 to 6 hours,always,often,often,sometimes,never,rarely,always,yes
female,2 to 4 hours,4 to 6 hours,always,7 to 9 hours,1 to 3 hours,4 to 6 hours,often,often,sometimes,never,rarely,rarely,sometimes,no
male,5 to 7 hours,less than 4 hours,rarely,1 to 3 hours,less than 1 hour,7 to 9 hours,always,never,often,never,sometimes,never,never,no
male,5 to 7 hours,more than 8 hours,always,less than 1 hour,7 to 9 hours,7 to 9 hours,often,often,never,sometimes,never,never,rarely,no
female,8 to 10 hours,7 to 8 hours,always,7 to 9 hours,7 to 9 hours,more than 9 hours,always,often,always,always,never,always,never,yes
male,5 to 7 hours,7 to 8 hours,rarely,1 to 3 hours,1 to 3 hours,1 to 3 hours,never,always,sometimes,often,never,always,always,yes
male,more than 10 hours,7 to 8 hours,rarely,1 to 3 hours,more than 9 hours,4 to 6 hours,often,sometimes,rarely,never,rarely,sometimes,sometimes,no
male,less than 2 hours,more than 8 hours,always,less than 1 hour,more than 9 hours,7 to 9 hours,sometimes,sometimes,sometimes,always,always,often,always,no
male,more than 10 hours,7 to 8 hours,often,1 to 3 hours,more than 9 hours,1 to 3 hours,never,sometimes,sometimes,rarely,often,never,often,yes
male,8 to 10 hours,7 to 8 hours,rarely,4 to 6 hours,1 to 3 hours,4 to 6 hours,rarely,sometimes,often,never,sometimes,always,often,yes
female,less than 2 hours,4 to 6 hours,always,1 to 3 hours,1 to 3 hours,less than 1 hour,never,never,sometimes,rarely,rarely,rarely,often,no
female,2 to 4 hours,less than 4 hours,rarely,more than 9 hours,1 to 3 hours,more than 9 hours,never,rarely,rarely,rarely,never,sometimes,often,no
female,less than 2 hours,less than 4 hours,always,more than 9 hours,more than 9 hours,1 to 3 hours,rarely,often,sometimes,sometimes,never,never,often,yes
male,8 to 10 hours,less than 4 hours,never,7 to 9 hours,more than 9 hours,4 to 6 hours,sometimes,often,rarely,sometimes,always,never,sometimes,yes
female,5 to 7 hours,7 to 8 hours,often,less than 1 hour,more than 9 hours,1 to 3 hours,sometimes,never,sometimes,always,never,always,rarely,no
male,8 to 10 hours,7 to 8 hours,always,less than 1 hour,less than 1 hour,less than 1 hour,often,never,rarely,rarely,often,rarely,never,no
male,less than 2 hours,more than 8 hours,sometimes,less than 1 hour,less than 1 hour,less than 1 hour,rarely,sometimes,rarely,never,often,often,always,no
male,5 to 7 hours,more than 8 hours,always,7 to 9 hours,7 to 9 hours,4 to 6 hours,never,sometimes,sometimes,always,always,sometimes,always,yes
female,2 to 4 hours,7 to 8 hours,often,1 to 3 hours,less than 1 hour,more than 9 hours,always,often,rarely,always,sometimes,rarely,sometimes,no
male,more than 10 hours,4 to 6 hours,rarely,more than 9 hours,less than 1 hour,more than 9 hours,rarely,often,often,never,never,often,sometimes,yes
female,more than 10 hours,more than 8 hours,always,7 to 9 hours,more than 9 hours,7 to 9 hours,rarely,rarely,rarely,rarely,often,sometimes,often,yes
female,less than 2 hours,7 to 8 hours,often,1 to 3 hours,less than 1 hour,7 to 9 hours,sometimes,never,always,always,often,sometimes,often,no
female,less than 2 hours,7 to 8 hours,always,less than 1 hour,1 to 3 hours,more than 9 hours,sometimes,rarely,always,always,never,often,often,no
female,more than 10 hours,less than 4 hours,never,more than 9 hours,1 to 3 hours,7 to 9 hours,never,never,never,often,often,always,sometimes,yes
female,8 to 10 hours,4 to 6 hours,rarely,more than 9 hours,7 to 9 hours,7 to 9 hours,never,always,never,always,never,always,always,yes
male,5 to 7 hours,4 to 6 hours,always,7 to 9 hours,7 to 9 hours,1 to 3 hours,rarely,never,often,often,sometimes,always,rarely,yes
female,2 to 4 hours,4 to 6 hours,often,less than 1 hour,1 to 3 hours,7 to 9 hours,sometimes,sometimes,rarely,sometimes,always,often,never,no
male,more than 10 hours,4 to 6 hours,always,1 to 3 hours,4 to 6 hours,7 to 9 hours,often,never,rarely,always,rarely,never,often,no
male,more than 10 hours,4 to 6 hours,sometimes,7 to 9 hours,4 to 6 hours,1 to 3 hours,rarely,sometimes,often,never,never,often,never,yes
female,2 to 4 hours,7 to 8 hours,never,1 to 3 hours,more than 9 hours,less than 1 hour,never,often,often,rarely,always,never,never,yes
female,more than 10 hours,less than 4 hours,always,1 to 3 hours,less than 1 hour,less than 1 hour,sometimes,often,often,always,never,never,often,yes
female,2 to 4 hours,4 to 6 hours,always,4 to 6 hours,4 to 6 hours,1 to 3 hours,often,rarely,often,sometimes,rarely,often,never,yes
female,8 to 10 hours,less than 4 hours,always,7 to 9 hours,7 to 9 hours,less than 1 hour,always,always,always,often,rarely,never,always,yes
female,8 to 10 hours,7 to 8 hours,always,1 to 3 hours,more than 9 hours,less than 1 hour,always,never,sometimes,sometimes,always,never,rarely,no
female,2 to 4 hours,less than 4 hours,often,more than 9 hours,less than 1 hour,1 to 3 hours,often,always,never,never,never,sometimes,often,no
male,8 to 10 hours,less than 4 hours,sometimes,1 to 3 hours,7 to 9 hours,4 to 6 hours,never,never,always,often,often,never,sometimes,yes
female,8 to 10 hours,less than 4 hours,always,more than 9 hours,less than 1 hour,more than 9 hours,sometimes,rarely,always,never,often,often,rarely,yes
male,2 to 4 hours,more than 8 hours,rarely,7 to 9 hours,7 to 9 hours,1 to 3 hours,never,never,always,often,rarely,often,always,yes
male,2 to 4 hours,more than 8 hours,sometimes,7 to 9 hours,more than 9 hours,more than 9 hours,never,often,often,sometimes,rarely,never,always,yes
male,8 to 10 hours,more than 8 hours,always,7 to 9 hours,more than 9 hours,less than 1 hour,sometimes,often,never,often,rarely,rarely,sometimes,yes
male,more than 10 hours,4 to 6 hours,always,more than 9 hours,more than 9 hours,1 to 3 hours,often,rarely,often,sometimes,sometimes,always,always,yes
female,5 to 7 hours,less than 4 hours,never,more than 9 hours,more than 9 hours,more than 9 hours,never,sometimes,rarely,rarely,always,never,always,yes
male,less than 2 hours,less than 4 hours,often,less than 1 hour,1 to 3 hours,less than 1 hour,never,often,always,sometimes,never,often,never,yes
female,8 to 10 hours,more than 8 hours,sometimes,7 to 9 hours,less than 1 hour,7 to 9 hours,rarely,never,rarely,always,rarely,rarely,never,no
male,8 to 10 hours,7 to 8 hours,rarely,1 to 3 hours,1 to 3 hours,7 to 9 hours,never,rarely,rarely,rarely,always,sometimes,never,no
male,8 to 10 hours,more than 8 hours,sometimes,7 to 9 hours,more than 9 hours,1 to 3 hours,sometimes,always,sometimes,often,never,always,sometimes,yes
female,8 to 10 hours,4 to 6 hours,sometimes,4 to 6 hours,1 to 3 hours,1 to 3 hours,sometimes,rarely,often,rarely,sometimes,often,rarely,yes
male,8 to 10 hours,4 to 6 hours,rarely,1 to 3 hours,more than 9 hours,more than 9 hours,never,rarely,sometimes,always,often,rarely,never,yes
male,5 to 7 hours,more than 8 hours,sometimes,more than 9 hours,4 to 6 hours,1 to 3 hours,sometimes,sometimes,often,often,always,always,never,yes
female,more than 10 hours,more than 8 hours,rarely,7 to 9 hours,7 to 9 hours,less than 1 hour,sometimes,rarely,always,sometimes,sometimes,never,often,yes
male,less than 2 hours,7 to 8 hours,never,4 to 6 hours,1 to 3 hours,more than 9 hours,never,often,never,often,sometimes,never,sometimes,no
male,more than 10 hours,more than 8 hours,rarely,less than 1 hour,1 to 3 hours,7 to 9 hours,always,sometimes,rarely,sometimes,often,always,sometimes,no
male,more than 10 hours,7 to 8 hours,sometimes,7 to 9 hours,less than 1 hour,1 to 3 hours,rarely,rarely,never,never,never,often,often,yes
male,8 to 10 hours,4 to 6 hours,always,4 to 6 hours,less than 1 hour,more than 9 hours,sometimes,never,sometimes,always,never,sometimes,always,no
female,8 to 10 hours,less than 4 hours,always,more than 9 hours,less than 1 hour,4 to 6 hours,often,never,never,rarely,sometimes,always,rarely,no
female,less than 2 hours,more than 8 hours,sometimes,more than 9 hours,4 to 6 hours,more than 9 hours,sometimes,sometimes,often,often,often,often,sometimes,yes
female,2 to 4 hours,7 to 8 hours,often,1 to 3 hours,less than 1 hour,less than 1 hour,sometimes,often,always,never,never,rarely,never,no
female,5 to 7 hours,4 to 6 hours,often,4 to 6 hours,more than 9 hours,1 to 3 hours,rarely,never,rarely,always,sometimes,sometimes,sometimes,yes
male,2 to 4 hours,less than 4 hours,never,less than 1 hour,less than 1 hour,4 to 6 hours,often,sometimes,rarely,sometimes,often,sometimes,rarely,no
male,8 to 10 hours,less than 4 hours,sometimes,less than 1 hour,more than 9 hours,1 to 3 hours,often,always,often,sometimes,always,rarely,sometimes,yes
female,more than 10 hours,7 to 8 hours,rarely,1 to 3 hours,more than 9 hours,1 to 3 hours,always,always,sometimes,sometimes,sometimes,always,always,yes
female,5 to 7 hours,4 to 6 hours,sometimes,less than 1 hour,7 to 9 hours,less than 1 hour,rarely,often,rarely,rarely,rarely,sometimes,sometimes,yes
female,less than 2 hours,4 to 6 hours,always,less than 1 hour,7 to 9 hours,1 to 3 hours,sometimes,sometimes,often,never,always,often,rarely,yes
female,less than 2 hours,less than 4 hours,often,7 to 9 hours,more than 9 hours,1 to 3 hours,never,often,often,sometimes,never,often,sometimes,yes
male,2 to 4 hours,more than 8 hours,always,7 to 9 hours,1 to 3 hours,more than 9 hours,rarely,often,always,never,rarely,sometimes,rarely,no
male,2 to 4 hours,7 to 8 hours,often,4 to 6 hours,1 to 3 hours,1 to 3 hours,often,rarely,sometimes,always,rarely,never,never,no
male,5 to 7 hours,7 to 8 hours,rarely,4 to 6 hours,7 to 9 hours,7 to 9 hours,never,often,sometimes,never,never,always,often,yes
female,more than 10 hours,7 to 8 hours,sometimes,more than 9 hours,less than 1 hour,1 to 3 hours,sometimes,often,rarely,often,always,always,often,yes
female,less than 2 hours,more than 8 hours,sometimes,more than 9 hours,4 to 6 hours,4 to 6 hours,always,never,rarely,rarely,rarely,always,rarely,no
female,more than 10 hours,4 to 6 hours,always,more than 9 hours,7 to 9 hours,more than 9 hours,sometimes,never,always,always,sometimes,never,rarely,yes
male,2 to 4 hours,less than 4 hours,always,more than 9 hours,more than 9 hours,1 to 3 hours,always,often,often,never,never,often,always,yes
female,5 to 7 hours,more than 8 hours,often,less than 1 hour,7 to 9 hours,4 to 6 hours,rarely,often,always,rarely,sometimes,never,sometimes,no
female,more than 10 hours,4 to 6 hours,never,7 to 9 hours,4 to 6 hours,more than 9 hours,often,sometimes,never,never,sometimes,often,rarely,yes
male,8 to 10 hours,7 to 8 hours,never,less than 1 hour,7 to 9 hours,more than 9 hours,always,always,never,rarely,often,often,sometimes,yes
male,2 to 4 hours,less than 4 hours,sometimes,1 to 3 hours,less than 1 hour,4 to 6 hours,often,often,never,never,never,rarely,rarely,no
male,more than 10 hours,more than 8 hours,never,7 to 9 hours,4 to 6 hours,1 to 3 hours,sometimes,rarely,sometimes,sometimes,never,sometimes,sometimes,no
female,less than 2 hours,more than 8 hours,rarely,1 to 3 hours,more than 9 hours,4 to 6 hours,sometimes,never,often,sometimes,never,sometimes,rarely,no
male,8 to 10 hours,less than 4 hours,never,4 to 6 hours,more than 9 hours,less than 1 hour,never,always,sometimes,never,never,never,sometimes,yes
female,more than 10 hours,more than 8 hours,often,1 to 3 hours,7 to 9 hours,more than 9 hours,sometimes,sometimes,always,sometimes,rarely,rarely,never,no
male,more than 10 hours,less than 4 hours,sometimes,4 to 6 hours,less than 1 hour,1 to 3 hours,rarely,sometimes,often,never,sometimes,never,often,yes
male,2 to 4 hours,less than 4 hours,never,more than 9 hours,more than 9 hours,1 to 3 hours,sometimes,often,always,sometimes,sometimes,often,never,yes
male,8 to 10 hours,7 to 8 hours,sometimes,1 to 3 hours,1 to 3 hours,less than 1 hour,never,always,rarely,never,always,sometimes,sometimes,no
male,5 to 7 hours,4 to 6 hours,often,7 to 9 hours,more than 9 hours,more than 9 hours,always,never,rarely,sometimes,sometimes,always,sometimes,no
male,less than 2 hours,4 to 6 hours,rarely,7 to 9 hours,less than 1 hour,more than 9 hours,rarely,sometimes,never,often,often,sometimes,always,yes
female,5 to 7 hours,less than 4 hours,sometimes,4 to 6 hours,1 to 3 hours,more than 9 hours,never,sometimes,often,sometimes,rarely,never,rarely,no
male,5 to 7 hours,more than 8 hours,never,1 to 3 hours,more than 9 hours,less than 1 hour,never,never,rarely,sometimes,sometimes,often,sometimes,yes
female,less than 2 hours,4 to 6 hours,never,7 to 9 hours,4 to 6 hours,4 to 6 hours,sometimes,always,rarely,sometimes,rarely,sometimes,sometimes,no
male,less than 2 hours,more than 8 hours,never,more than 9 hours,more than 9 hours,1 to 3 hours,sometimes,never,never,never,sometimes,never,often,no
female,more than 10 hours,more than 8 hours,rarely,1 to 3 hours,1 to 3 hours,4 to 6 hours,always,always,always,often,often,never,never,yes
female,2 to 4 hours,7 to 8 hours,often,less than 1 hour,7 to 9 hours,4 to 6 hours,rarely,often,never,always,never,never,always,no
female,5 to 7 hours,less than 4 hours,often,4 to 6 hours,7 to 9 hours,less than 1 hour,always,rarely,rarely,often,often,rarely,often,yes
female,more than 10 hours,less than 4 hours,sometimes,1 to 3 hours,less than 1 hour,less than 1 hour,often,rarely,always,never,sometimes,always,often,yes
male,5 to 7 hours,7 to 8 hours,always,more than 9 hours,less than 1 hour,less than 1 hour,never,rarely,sometimes,rarely,often,always,never,yes
male,less than 2 hours,less than 4 hours,sometimes,7 to 9 hours,more than 9 hours,4 to 6 hours,never,often,always,rarely,never,never,never,yes
female,5 to 7 hours,7 to 8 hours,often,more than 9 hours,7 to 9 hours,4 to 6 hours,rarely,always,always,often,sometimes,sometimes,never,yes
male,less than 2 hours,more than 8 hours,sometimes,4 to 6 hours,less than 1 hour,1 to 3 hours,rarely,never,never,rarely,always,rarely,often,no
female,2 to 4 hours,7 to 8 hours,often,1 to 3 hours,more than 9 hours,7 to 9 hours,rarely,never,rarely,often,sometimes,rarely,never,no
female,5 to 7 hours,7 to 8 hours,always,more than 9 hours,more than 9 hours,more than 9 hours,often,always,never,never,never,sometimes,often,no
female,2 to 4 hours,more than 8 hours,never,more than 9 hours,4 to 6 hours,1 to 3 hours,always,never,sometimes,rarely,often,never,sometimes,no
female,5 to 7 hours,more than 8 hours,sometimes,more than 9 hours,4 to 6 hours,more than 9 hours,rarely,rarely,never,rarely,never,sometimes,rarely,no
male,less than 2 hours,more than 8 hours,rarely,less than 1 hour,1 to 3 hours,7 to 9 hours,never,always,always,never,sometimes,often,sometimes,no
